id_metrica,servidor_id,fecha,cpu_uso,ram_uso,disco_uso
3662,1,2026-06-28 17:05:00,46.72,43.97,74.4
3663,1,2026-06-28 17:10:00,50.03,45.21,73.9
3664,1,2026-06-28 17:15:00,44.47,50.82,73.96
3665,1,2026-06-28 17:20:00,42.92,48.33,73.26
3666,1,2026-06-28 17:25:00,57.07,44.36,73.91
3667,1,2026-06-28 17:30:00,46.68,42.86,72.36
3668,1,2026-06-28 17:35:00,46.62,43.41,72.79
3669,1,2026-06-28 17:40:00,50.44,47.3,71.94
3670,1,2026-06-28 17:45:00,46.02,46.57,72.7
3671,1,2026-06-28 17:50:00,51.05,47.4,71.08
3672,1,2026-06-28 17:55:00,44.36,47.08,73.6
3673,1,2026-06-28 18:00:00,51.8,51.91,72.61
3674,1,2026-06-28 18:05:00,49.66,42.22,72.91
3675,1,2026-06-28 18:10:00,42.31,46.4,75.51
3676,1,2026-06-28 18:15:00,47.82,43.99,72.89
3677,1,2026-06-28 18:20:00,44.54,43.7,74.58
3678,1,2026-06-28 18:25:00,50.88,47.62,72.09
3679,1,2026-06-28 18:30:00,45.37,51.21,72.79
3680,1,2026-06-28 18:35:00,34.28,53.85,72.66
3681,1,2026-06-28 18:40:00,47.98,49.84,72.94
3682,1,2026-06-28 18:45:00,49.6,45.31,71.25
3683,1,2026-06-28 18:50:00,47.73,50.88,71.83
3684,1,2026-06-28 18:55:00,43.7,50.25,72.02
3685,1,2026-06-28 19:00:00,44.97,45.46,72.41
3686,1,2026-06-28 19:05:00,40.31,44.97,72.71
3687,1,2026-06-28 19:10:00,47.5,50.06,74.32
3688,1,2026-06-28 19:15:00,52.66,49.33,72.33
3689,1,2026-06-28 19:20:00,44.12,46.64,73.06
3690,1,2026-06-28 19:25:00,49.9,48.45,72.36
3691,1,2026-06-28 19:30:00,49.76,50.37,73.36
3692,1,2026-06-28 19:35:00,46.48,44.08,71.62
3693,1,2026-06-28 19:40:00,43.88,47.35,73.0
3694,1,2026-06-28 19:45:00,40.95,45.07,72.72
3695,1,2026-06-28 19:50:00,43.01,47.88,72.17
3696,1,2026-06-28 19:55:00,43.72,46.74,72.87
3697,1,2026-06-28 20:00:00,43.22,45.86,72.95
3698,1,2026-06-28 20:05:00,43.56,41.61,70.94
3699,1,2026-06-28 20:10:00,44.94,42.63,72.13
3700,1,2026-06-28 20:15:00,53.27,42.45,72.2
3701,1,2026-06-28 20:20:00,55.14,47.81,72.11
3702,1,2026-06-28 20:25:00,45.98,47.87,74.18
3703,1,2026-06-28 20:30:00,44.49,44.31,71.1
3704,1,2026-06-28 20:35:00,47.02,42.37,72.02
3705,1,2026-06-28 20:40:00,42.97,49.81,71.97
3706,1,2026-06-28 20:45:00,48.2,41.77,72.61
3707,1,2026-06-28 20:50:00,41.8,45.31,74.69
3708,1,2026-06-28 20:55:00,50.34,46.2,75.68
3709,1,2026-06-28 21:00:00,42.95,50.08,70.95
3710,1,2026-06-28 21:05:00,45.63,42.54,72.74
3711,1,2026-06-28 21:10:00,46.83,45.66,73.57
3712,1,2026-06-28 21:15:00,44.34,47.56,73.3
3713,1,2026-06-28 21:20:00,40.68,44.34,72.54
3714,1,2026-06-28 21:25:00,49.13,50.85,72.27
3715,1,2026-06-28 21:30:00,45.34,43.97,72.81
3716,1,2026-06-28 21:35:00,45.42,45.76,72.39
3717,1,2026-06-28 21:40:00,48.82,44.89,71.71
3718,1,2026-06-28 21:45:00,48.34,37.51,71.88
3719,1,2026-06-28 21:50:00,42.0,50.19,72.04
3720,1,2026-06-28 21:55:00,44.37,46.44,71.89
3721,1,2026-06-28 22:00:00,45.0,46.87,72.06
3722,1,2026-06-28 22:05:00,44.89,43.55,71.33
3723,1,2026-06-28 22:10:00,46.85,47.5,71.05
3724,1,2026-06-28 22:15:00,49.65,48.88,73.46
3725,1,2026-06-28 22:20:00,47.81,48.49,74.67
3726,1,2026-06-28 22:25:00,45.4,43.45,70.95
3727,1,2026-06-28 22:30:00,53.63,51.89,71.56
3728,1,2026-06-28 22:35:00,43.7,45.61,73.71
3729,1,2026-06-28 22:40:00,41.46,40.68,74.65
3730,1,2026-06-28 22:45:00,47.86,47.95,72.28
3731,1,2026-06-28 22:50:00,48.47,42.04,71.64
3732,1,2026-06-28 22:55:00,47.03,39.77,72.18
3733,1,2026-06-28 23:00:00,45.15,45.68,71.93
3734,1,2026-06-28 23:05:00,42.63,41.12,72.63
3735,1,2026-06-28 23:10:00,45.41,42.46,72.55
3736,1,2026-06-28 23:15:00,45.43,45.2,70.33
3737,1,2026-06-28 23:20:00,49.34,42.88,72.55
3738,1,2026-06-28 23:25:00,43.38,45.42,73.64
3739,1,2026-06-28 23:30:00,48.74,49.97,72.81
3740,1,2026-06-28 23:35:00,48.19,41.24,72.17
3741,1,2026-06-28 23:40:00,45.71,50.25,71.98
3742,1,2026-06-28 23:45:00,47.67,47.26,73.64
3743,1,2026-06-28 23:50:00,46.07,49.07,70.78
3744,1,2026-06-28 23:55:00,40.15,39.73,73.27
3745,1,2026-06-29 00:00:00,49.3,49.27,71.81
3746,1,2026-06-29 00:05:00,44.36,46.22,73.93
3747,1,2026-06-29 00:10:00,53.38,48.96,72.82
3748,1,2026-06-29 00:15:00,51.95,45.82,72.09
3749,1,2026-06-29 00:20:00,46.09,43.65,72.31
3750,1,2026-06-29 00:25:00,42.14,49.66,73.03
3751,1,2026-06-29 00:30:00,52.33,41.7,74.39
3752,1,2026-06-29 00:35:00,40.32,42.99,71.86
3753,1,2026-06-29 00:40:00,51.84,47.26,72.24
3754,1,2026-06-29 00:45:00,43.44,42.46,73.62
3755,1,2026-06-29 00:50:00,49.8,50.64,72.88
3756,1,2026-06-29 00:55:00,36.04,42.85,72.95
3757,1,2026-06-29 01:00:00,45.13,44.91,71.38
3758,1,2026-06-29 01:05:00,50.4,47.95,72.99
3759,1,2026-06-29 01:10:00,44.07,47.11,71.15
3760,1,2026-06-29 01:15:00,46.09,39.0,70.92
3761,1,2026-06-29 01:20:00,45.32,53.71,70.68
3762,1,2026-06-29 01:25:00,41.64,47.23,74.25
3763,1,2026-06-29 01:30:00,47.42,48.69,72.15
3764,1,2026-06-29 01:35:00,44.57,46.83,71.83
3765,1,2026-06-29 01:40:00,49.51,41.76,73.38
3766,1,2026-06-29 01:45:00,46.77,45.94,70.84
3767,1,2026-06-29 01:50:00,42.69,50.18,72.28
3768,1,2026-06-29 01:55:00,47.72,43.94,72.46
3769,1,2026-06-29 02:00:00,41.12,46.88,72.86
3770,1,2026-06-29 02:05:00,47.89,43.87,72.14
3771,1,2026-06-29 02:10:00,48.76,45.95,72.2
3772,1,2026-06-29 02:15:00,54.22,43.73,73.57
3773,1,2026-06-29 02:20:00,41.99,48.55,73.19
3774,1,2026-06-29 02:25:00,44.57,42.93,70.52
3775,1,2026-06-29 02:30:00,44.15,48.16,71.41
3776,1,2026-06-29 02:35:00,47.0,42.15,72.25
3777,1,2026-06-29 02:40:00,42.02,46.35,71.99
3778,1,2026-06-29 02:45:00,41.85,44.61,71.55
3779,1,2026-06-29 02:50:00,41.35,49.83,72.13
3780,1,2026-06-29 02:55:00,37.8,44.71,73.4
3781,1,2026-06-29 03:00:00,43.56,51.08,71.63
3782,1,2026-06-29 03:05:00,48.62,49.69,72.94
3783,1,2026-06-29 03:10:00,41.11,43.76,73.66
3784,1,2026-06-29 03:15:00,43.39,49.51,72.06
3785,1,2026-06-29 03:20:00,47.18,42.42,71.88
3786,1,2026-06-29 03:25:00,43.11,47.26,72.58
3787,1,2026-06-29 03:30:00,48.46,45.11,71.56
3788,1,2026-06-29 03:35:00,47.34,43.49,73.57
3789,1,2026-06-29 03:40:00,46.15,45.6,72.95
3790,1,2026-06-29 03:45:00,46.3,41.61,71.43
3791,1,2026-06-29 03:50:00,50.84,46.83,70.81
3792,1,2026-06-29 03:55:00,48.02,44.91,71.61
3793,1,2026-06-29 04:00:00,42.03,49.58,70.52
3794,1,2026-06-29 04:05:00,43.26,46.94,74.07
3795,1,2026-06-29 04:10:00,48.82,44.05,74.02
3796,1,2026-06-29 04:15:00,41.19,47.38,72.98
3797,1,2026-06-29 04:20:00,43.08,48.68,71.97
3798,1,2026-06-29 04:25:00,49.39,41.06,72.82
3799,1,2026-06-29 04:30:00,44.96,50.03,72.44
3800,1,2026-06-29 04:35:00,51.61,48.11,72.36
3801,1,2026-06-29 04:40:00,49.76,48.97,72.96
3802,1,2026-06-29 04:45:00,37.44,43.64,73.87
3803,1,2026-06-29 04:50:00,41.59,49.23,73.2
3804,1,2026-06-29 04:55:00,43.71,40.6,71.92
3805,1,2026-06-29 05:00:00,54.92,43.99,71.69
3806,1,2026-06-29 05:05:00,42.62,50.23,72.25
3807,1,2026-06-29 05:10:00,44.11,50.82,73.07
3808,1,2026-06-29 05:15:00,42.93,42.91,73.65
3809,1,2026-06-29 05:20:00,46.68,41.94,70.71
3810,1,2026-06-29 05:25:00,42.15,42.86,70.44
3811,1,2026-06-29 05:30:00,42.21,43.83,72.03
3812,1,2026-06-29 05:35:00,53.38,45.78,72.32
3813,1,2026-06-29 05:40:00,48.65,45.87,72.89
3814,1,2026-06-29 05:45:00,47.73,46.95,75.26
3815,1,2026-06-29 05:50:00,50.25,43.34,72.86
3816,1,2026-06-29 05:55:00,43.44,47.92,71.11
3817,1,2026-06-29 06:00:00,42.18,47.61,73.49
3818,1,2026-06-29 06:05:00,48.62,49.15,72.86
3819,1,2026-06-29 06:10:00,47.3,45.07,73.3
3820,1,2026-06-29 06:15:00,50.71,46.39,72.37
3821,1,2026-06-29 06:20:00,52.97,46.52,72.57
3822,1,2026-06-29 06:25:00,48.55,46.29,71.67
3823,1,2026-06-29 06:30:00,48.12,46.47,74.33
3824,1,2026-06-29 06:35:00,49.76,44.8,73.22
3825,1,2026-06-29 06:40:00,47.84,50.51,71.97
3826,1,2026-06-29 06:45:00,47.36,46.29,72.55
3827,1,2026-06-29 06:50:00,43.07,48.31,72.91
3828,1,2026-06-29 06:55:00,51.75,46.55,72.08
3829,1,2026-06-29 07:00:00,49.77,44.2,73.58
3830,1,2026-06-29 07:05:00,50.94,50.36,72.87
3831,1,2026-06-29 07:10:00,44.66,46.91,72.87
3832,1,2026-06-29 07:15:00,44.37,50.58,73.07
3833,1,2026-06-29 07:20:00,43.04,52.23,72.59
3834,1,2026-06-29 07:25:00,42.23,44.09,73.98
3835,1,2026-06-29 07:30:00,53.91,49.61,73.81
3836,1,2026-06-29 07:35:00,51.48,48.25,72.82
3837,1,2026-06-29 07:40:00,48.77,48.79,71.75
3838,1,2026-06-29 07:45:00,49.54,50.96,72.29
3839,1,2026-06-29 07:50:00,45.36,48.01,71.84
3840,1,2026-06-29 07:55:00,41.34,50.03,72.04
3841,1,2026-06-29 08:00:00,46.68,44.75,73.77
3842,1,2026-06-29 08:05:00,50.02,45.86,71.31
3843,1,2026-06-29 08:10:00,45.22,48.29,72.68
3844,1,2026-06-29 08:15:00,47.05,47.22,73.25
3845,1,2026-06-29 08:20:00,46.44,47.93,71.51
3846,1,2026-06-29 08:25:00,56.82,45.73,72.7
3847,1,2026-06-29 08:30:00,48.88,45.35,72.5
3848,1,2026-06-29 08:35:00,46.59,43.84,72.93
3849,1,2026-06-29 08:40:00,40.01,51.84,73.29
3850,1,2026-06-29 08:45:00,49.17,41.37,71.7
3851,1,2026-06-29 08:50:00,52.17,59.04,73.69
3852,1,2026-06-29 08:55:00,50.76,48.16,71.65
3853,1,2026-06-29 09:00:00,50.59,43.28,71.28
3854,1,2026-06-29 09:05:00,41.52,49.51,72.44
3855,1,2026-06-29 09:10:00,47.01,46.54,71.37
3856,1,2026-06-29 09:15:00,43.93,44.72,71.09
3857,1,2026-06-29 09:20:00,44.59,43.34,73.07
3858,1,2026-06-29 09:25:00,49.25,42.7,72.2
3859,1,2026-06-29 09:30:00,54.03,43.64,72.92
3860,1,2026-06-29 09:35:00,47.03,49.86,72.79
3861,1,2026-06-29 09:40:00,44.88,46.78,72.57
3862,1,2026-06-29 09:45:00,46.24,42.63,73.74
3863,1,2026-06-29 09:50:00,50.88,43.45,72.19
3864,1,2026-06-29 09:55:00,45.71,43.11,70.63
3865,1,2026-06-29 10:00:00,43.93,45.51,71.05
3866,1,2026-06-29 10:05:00,47.32,50.07,73.34
3867,1,2026-06-29 10:10:00,46.1,41.06,73.21
3868,1,2026-06-29 10:15:00,47.19,47.86,74.43
3869,1,2026-06-29 10:20:00,43.31,37.96,71.44
3870,1,2026-06-29 10:25:00,48.55,46.66,71.28
3871,1,2026-06-29 10:30:00,40.93,45.52,71.25
3872,1,2026-06-29 10:35:00,48.69,45.35,71.87
3873,1,2026-06-29 10:40:00,43.58,47.37,72.54
3874,1,2026-06-29 10:45:00,47.42,47.12,72.42
3875,1,2026-06-29 10:50:00,42.48,44.39,72.1
3876,1,2026-06-29 10:55:00,54.87,42.54,72.08
3877,1,2026-06-29 11:00:00,47.0,45.67,73.57
3878,1,2026-06-29 11:05:00,45.38,45.88,73.31
3879,1,2026-06-29 11:10:00,53.85,50.81,72.36
3880,1,2026-06-29 11:15:00,46.41,46.72,72.64
3881,1,2026-06-29 11:20:00,43.22,49.39,72.7
3882,1,2026-06-29 11:25:00,46.43,42.77,72.56
3883,1,2026-06-29 11:30:00,39.04,44.84,71.93
3884,1,2026-06-29 11:35:00,47.76,52.22,73.07
3885,1,2026-06-29 11:40:00,52.4,48.52,73.62
3886,1,2026-06-29 11:45:00,54.04,44.39,71.7
3887,1,2026-06-29 11:50:00,49.28,46.57,72.72
3888,1,2026-06-29 11:55:00,45.61,44.79,74.12
3889,1,2026-06-29 12:00:00,42.21,48.64,73.02
3890,1,2026-06-29 12:05:00,40.29,44.09,71.83
3891,1,2026-06-29 12:10:00,48.87,45.48,72.41
3892,1,2026-06-29 12:15:00,40.78,53.56,72.57
3893,1,2026-06-29 12:20:00,48.61,44.96,71.84
3894,1,2026-06-29 12:25:00,54.26,40.83,72.78
3895,1,2026-06-29 12:30:00,41.76,45.37,71.86
3896,1,2026-06-29 12:35:00,42.67,46.69,69.93
3897,1,2026-06-29 12:40:00,45.35,46.31,71.14
3898,1,2026-06-29 12:45:00,52.66,44.8,72.26
3899,1,2026-06-29 12:50:00,44.24,46.34,73.8
3900,1,2026-06-29 12:55:00,56.5,48.82,73.58
3901,1,2026-06-29 13:00:00,53.48,47.33,74.07
3902,1,2026-06-29 13:05:00,49.78,47.02,72.85
3903,1,2026-06-29 13:10:00,39.32,47.46,70.95
3904,1,2026-06-29 13:15:00,40.11,47.16,71.38
3905,1,2026-06-29 13:20:00,46.58,47.0,72.68
3906,1,2026-06-29 13:25:00,42.99,49.28,72.41
3907,1,2026-06-29 13:30:00,48.37,42.99,72.32
3908,1,2026-06-29 13:35:00,51.0,49.49,71.7
3909,1,2026-06-29 13:40:00,44.43,43.62,71.84
3910,1,2026-06-29 13:45:00,41.01,46.17,73.13
3911,1,2026-06-29 13:50:00,43.47,46.31,72.28
3912,1,2026-06-29 13:55:00,50.83,44.75,71.92
3913,1,2026-06-29 14:00:00,43.23,43.17,73.03
3914,1,2026-06-29 14:05:00,46.07,46.75,73.77
3915,1,2026-06-29 14:10:00,51.94,41.64,73.15
3916,1,2026-06-29 14:15:00,47.51,45.2,72.83
3917,1,2026-06-29 14:20:00,39.7,50.97,73.01
3918,1,2026-06-29 14:25:00,43.15,44.83,70.8
3919,1,2026-06-29 14:30:00,45.35,45.13,71.17
3920,1,2026-06-29 14:35:00,49.72,50.41,72.47
3921,1,2026-06-29 14:40:00,45.39,47.89,72.48
3922,1,2026-06-29 14:45:00,42.28,44.63,72.2
3923,1,2026-06-29 14:50:00,47.6,46.61,72.71
3924,1,2026-06-29 14:55:00,40.51,48.58,72.5
3925,1,2026-06-29 15:00:00,56.82,45.42,72.82
3926,1,2026-06-29 15:05:00,57.93,47.17,72.43
3927,1,2026-06-29 15:10:00,42.66,51.17,71.34
3928,1,2026-06-29 15:15:00,48.32,45.16,72.31
3929,1,2026-06-29 15:20:00,40.91,50.61,72.22
3930,1,2026-06-29 15:25:00,41.75,50.34,72.0
3931,1,2026-06-29 15:30:00,47.95,49.11,72.97
3932,1,2026-06-29 15:35:00,37.82,48.67,72.4
3933,1,2026-06-29 15:40:00,45.29,46.26,70.89
3934,1,2026-06-29 15:45:00,47.38,42.49,72.21
3935,1,2026-06-29 15:50:00,47.23,49.81,71.68
3936,1,2026-06-29 15:55:00,52.42,49.42,72.07
3937,1,2026-06-29 16:00:00,42.17,42.25,72.77
3938,1,2026-06-29 16:05:00,43.66,50.18,71.82
3939,1,2026-06-29 16:10:00,43.01,47.28,71.81
3940,1,2026-06-29 16:15:00,46.64,49.54,72.62
3941,1,2026-06-29 16:20:00,47.09,47.2,70.81
3942,1,2026-06-29 16:25:00,48.18,47.06,73.39
3943,1,2026-06-29 16:30:00,49.03,45.98,73.53
3944,1,2026-06-29 16:35:00,45.44,47.32,72.19
3945,1,2026-06-29 16:40:00,48.46,45.45,74.15
3946,1,2026-06-29 16:45:00,54.68,49.2,74.04
3947,1,2026-06-29 16:50:00,40.45,42.32,72.18
3948,1,2026-06-29 16:55:00,46.77,45.99,70.86
3949,1,2026-06-29 17:00:00,51.22,53.05,73.78
3950,1,2026-06-29 17:05:00,50.95,47.26,71.66
3951,1,2026-06-29 17:10:00,46.9,52.9,72.15
3952,1,2026-06-29 17:15:00,44.79,49.91,73.67
3953,1,2026-06-29 17:20:00,43.22,45.8,72.0
3954,1,2026-06-29 17:25:00,46.89,49.89,71.7
3955,1,2026-06-29 17:30:00,50.97,46.89,74.83
3956,1,2026-06-29 17:35:00,47.88,46.29,73.08
3957,1,2026-06-29 17:40:00,45.26,41.2,72.26
3958,1,2026-06-29 17:45:00,45.58,41.81,72.43
3959,1,2026-06-29 17:50:00,38.34,45.54,72.75
3960,1,2026-06-29 17:55:00,47.0,45.35,72.42
3961,1,2026-06-29 18:00:00,43.47,46.62,72.56
3962,1,2026-06-29 18:05:00,43.01,47.39,72.76
3963,1,2026-06-29 18:10:00,45.94,53.85,72.36
3964,1,2026-06-29 18:15:00,45.49,45.32,71.53
3965,1,2026-06-29 18:20:00,49.35,44.52,71.93
3966,1,2026-06-29 18:25:00,44.46,43.63,70.75
3967,1,2026-06-29 18:30:00,44.76,49.2,72.7
3968,1,2026-06-29 18:35:00,52.85,48.84,73.03
3969,1,2026-06-29 18:40:00,54.14,46.29,72.57
3970,1,2026-06-29 18:45:00,46.56,51.21,72.51
3971,1,2026-06-29 18:50:00,44.02,48.35,71.69
3972,1,2026-06-29 18:55:00,48.74,47.82,72.31
3973,1,2026-06-29 19:00:00,48.87,42.12,72.67
3974,1,2026-06-29 19:05:00,44.76,55.17,72.66
3975,1,2026-06-29 19:10:00,44.22,42.45,73.81
3976,1,2026-06-29 19:15:00,45.21,44.21,72.84
3977,1,2026-06-29 19:20:00,49.21,48.49,72.52
3978,1,2026-06-29 19:25:00,47.25,47.28,72.84
3979,1,2026-06-29 19:30:00,48.31,49.87,72.56
3980,1,2026-06-29 19:35:00,43.34,46.15,73.26
3981,1,2026-06-29 19:40:00,39.46,41.24,73.42
3982,1,2026-06-29 19:45:00,52.69,42.79,72.6
3983,1,2026-06-29 19:50:00,45.01,45.8,72.81
3984,1,2026-06-29 19:55:00,41.44,43.26,72.2
3985,1,2026-06-29 20:00:00,46.03,43.21,73.29
3986,1,2026-06-29 20:05:00,44.94,45.32,72.79
3987,1,2026-06-29 20:10:00,46.09,49.1,71.57
3988,1,2026-06-29 20:15:00,41.02,45.65,72.56
3989,1,2026-06-29 20:20:00,41.65,42.42,72.69
3990,1,2026-06-29 20:25:00,43.58,42.23,73.47
3991,1,2026-06-29 20:30:00,44.08,50.03,72.53
3992,1,2026-06-29 20:35:00,47.79,45.95,69.85
3993,1,2026-06-29 20:40:00,42.06,46.21,72.87
3994,1,2026-06-29 20:45:00,39.45,46.42,71.38
3995,1,2026-06-29 20:50:00,47.55,46.52,73.25
3996,1,2026-06-29 20:55:00,50.88,47.96,73.37
3997,1,2026-06-29 21:00:00,45.21,55.05,71.29
3998,1,2026-06-29 21:05:00,44.5,49.29,73.26
3999,1,2026-06-29 21:10:00,48.56,48.61,70.42
4000,1,2026-06-29 21:15:00,52.97,45.97,73.75
4001,1,2026-06-29 21:20:00,38.48,47.35,71.94
4002,1,2026-06-29 21:25:00,48.9,47.53,72.87
4003,1,2026-06-29 21:30:00,42.37,46.41,72.33
4004,1,2026-06-29 21:35:00,48.59,49.55,72.66
4005,1,2026-06-29 21:40:00,41.5,46.91,75.12
4006,1,2026-06-29 21:45:00,53.19,37.66,72.57
4007,1,2026-06-29 21:50:00,50.34,46.04,72.05
4008,1,2026-06-29 21:55:00,45.54,48.24,71.36
4009,1,2026-06-29 22:00:00,51.36,46.42,71.57
4010,1,2026-06-29 22:05:00,51.11,41.95,71.95
4011,1,2026-06-29 22:10:00,44.32,53.02,71.82
4012,1,2026-06-29 22:15:00,37.99,44.84,72.96
4013,1,2026-06-29 22:20:00,49.75,53.41,73.91
4014,1,2026-06-29 22:25:00,47.36,43.91,74.13
4015,1,2026-06-29 22:30:00,45.14,44.61,72.09
4016,1,2026-06-29 22:35:00,41.6,45.19,72.27
4017,1,2026-06-29 22:40:00,49.53,45.42,71.24
4018,1,2026-06-29 22:45:00,40.19,47.21,72.58
4019,1,2026-06-29 22:50:00,44.39,45.18,72.9
4020,1,2026-06-29 22:55:00,52.17,44.24,72.6
4021,1,2026-06-29 23:00:00,50.44,44.25,72.49
4022,1,2026-06-29 23:05:00,46.46,42.65,72.68
4023,1,2026-06-29 23:10:00,46.74,48.25,71.32
4024,1,2026-06-29 23:15:00,46.65,50.73,74.58
4025,1,2026-06-29 23:20:00,51.73,43.05,72.96
4026,1,2026-06-29 23:25:00,44.68,47.43,71.74
4027,1,2026-06-29 23:30:00,39.76,45.55,73.23
4028,1,2026-06-29 23:35:00,47.76,47.79,72.72
4029,1,2026-06-29 23:40:00,48.23,48.17,72.23
4030,1,2026-06-29 23:45:00,46.94,51.81,72.65
4031,1,2026-06-29 23:50:00,46.78,46.89,72.29
4032,1,2026-06-29 23:55:00,44.87,47.21,72.0
4033,2,2026-06-16 00:00:00,37.5,42.9,53.91
4034,2,2026-06-16 00:05:00,37.52,43.9,54.93
4035,2,2026-06-16 00:10:00,38.26,39.34,56.96
4036,2,2026-06-16 00:15:00,34.93,36.73,56.1
4037,2,2026-06-16 00:20:00,33.54,41.87,55.18
4038,2,2026-06-16 00:25:00,34.65,42.08,54.06
4039,2,2026-06-16 00:30:00,40.25,42.8,55.19
4040,2,2026-06-16 00:35:00,30.65,45.85,54.62
4041,2,2026-06-16 00:40:00,35.7,41.79,55.39
4042,2,2026-06-16 00:45:00,30.75,41.68,55.93
4043,2,2026-06-16 00:50:00,36.1,41.18,55.83
4044,2,2026-06-16 00:55:00,38.72,38.55,55.91
4045,2,2026-06-16 01:00:00,31.36,40.38,56.18
4046,2,2026-06-16 01:05:00,32.98,39.89,57.24
4047,2,2026-06-16 01:10:00,38.84,37.74,54.45
4048,2,2026-06-16 01:15:00,37.54,42.68,57.42
4049,2,2026-06-16 01:20:00,37.63,44.44,54.9
4050,2,2026-06-16 01:25:00,37.13,39.71,57.23
4051,2,2026-06-16 01:30:00,36.85,41.06,56.72
4052,2,2026-06-16 01:35:00,44.13,42.88,56.47
4053,2,2026-06-16 01:40:00,33.44,43.79,54.41
4054,2,2026-06-16 01:45:00,35.16,43.67,57.72
4055,2,2026-06-16 01:50:00,27.98,42.69,57.21
4056,2,2026-06-16 01:55:00,34.2,43.02,55.09
4057,2,2026-06-16 02:00:00,31.43,38.06,55.29
4058,2,2026-06-16 02:05:00,31.21,43.89,55.13
4059,2,2026-06-16 02:10:00,33.24,42.18,55.87
4060,2,2026-06-16 02:15:00,33.05,40.35,56.01
4061,2,2026-06-16 02:20:00,39.43,43.92,55.31
4062,2,2026-06-16 02:25:00,34.67,37.39,55.78
4063,2,2026-06-16 02:30:00,33.56,40.74,55.17
4064,2,2026-06-16 02:35:00,33.52,46.51,57.01
4065,2,2026-06-16 02:40:00,31.45,41.98,55.43
4066,2,2026-06-16 02:45:00,38.4,43.97,56.01
4067,2,2026-06-16 02:50:00,37.31,41.75,57.29
4068,2,2026-06-16 02:55:00,35.16,40.97,55.69
4069,2,2026-06-16 03:00:00,40.09,42.26,56.87
4070,2,2026-06-16 03:05:00,32.66,41.24,56.58
4071,2,2026-06-16 03:10:00,31.67,46.0,56.27
4072,2,2026-06-16 03:15:00,31.67,43.32,55.37
4073,2,2026-06-16 03:20:00,36.56,49.2,55.55
4074,2,2026-06-16 03:25:00,37.3,43.61,55.95
4075,2,2026-06-16 03:30:00,34.5,40.96,56.26
4076,2,2026-06-16 03:35:00,34.01,40.82,56.94
4077,2,2026-06-16 03:40:00,35.56,42.85,57.26
4078,2,2026-06-16 03:45:00,27.82,47.36,55.04
4079,2,2026-06-16 03:50:00,36.01,41.77,55.0
4080,2,2026-06-16 03:55:00,40.42,49.11,55.7
4081,2,2026-06-16 04:00:00,36.5,43.71,57.65
4082,2,2026-06-16 04:05:00,26.71,44.67,55.2
4083,2,2026-06-16 04:10:00,25.74,42.46,57.77
4084,2,2026-06-16 04:15:00,32.54,45.91,57.12
4085,2,2026-06-16 04:20:00,35.11,43.9,54.21
4086,2,2026-06-16 04:25:00,32.3,46.26,55.98
4087,2,2026-06-16 04:30:00,36.63,43.94,58.11
4088,2,2026-06-16 04:35:00,33.44,48.35,56.06
4089,2,2026-06-16 04:40:00,41.94,39.86,56.11
4090,2,2026-06-16 04:45:00,33.59,43.96,57.15
4091,2,2026-06-16 04:50:00,36.68,47.2,55.25
4092,2,2026-06-16 04:55:00,31.87,43.59,55.88
4093,2,2026-06-16 05:00:00,34.42,40.66,57.12
4094,2,2026-06-16 05:05:00,33.71,47.82,55.94
4095,2,2026-06-16 05:10:00,37.76,45.21,55.1
4096,2,2026-06-16 05:15:00,36.63,49.32,56.18
4097,2,2026-06-16 05:20:00,38.77,45.62,56.23
4098,2,2026-06-16 05:25:00,35.91,45.18,56.69
4099,2,2026-06-16 05:30:00,29.75,44.28,55.74
4100,2,2026-06-16 05:35:00,33.6,47.42,55.19
4101,2,2026-06-16 05:40:00,29.58,45.92,54.5
4102,2,2026-06-16 05:45:00,27.45,46.26,56.08
4103,2,2026-06-16 05:50:00,37.05,42.21,54.54
4104,2,2026-06-16 05:55:00,30.42,42.72,54.65
4105,2,2026-06-16 06:00:00,36.39,42.15,56.11
4106,2,2026-06-16 06:05:00,35.78,44.7,56.42
4107,2,2026-06-16 06:10:00,33.79,44.09,56.16
4108,2,2026-06-16 06:15:00,25.45,45.48,56.07
4109,2,2026-06-16 06:20:00,37.42,39.68,55.61
4110,2,2026-06-16 06:25:00,30.8,45.77,54.52
4111,2,2026-06-16 06:30:00,31.45,45.14,55.3
4112,2,2026-06-16 06:35:00,31.45,46.26,56.87
4113,2,2026-06-16 06:40:00,38.05,46.08,55.69
4114,2,2026-06-16 06:45:00,34.34,41.59,56.09
4115,2,2026-06-16 06:50:00,33.05,42.24,56.53
4116,2,2026-06-16 06:55:00,39.9,44.73,57.72
4117,2,2026-06-16 07:00:00,32.34,38.02,56.64
4118,2,2026-06-16 07:05:00,32.08,42.72,54.16
4119,2,2026-06-16 07:10:00,31.57,39.03,55.49
4120,2,2026-06-16 07:15:00,33.58,43.81,57.17
4121,2,2026-06-16 07:20:00,37.87,38.67,56.53
4122,2,2026-06-16 07:25:00,35.61,43.24,55.9
4123,2,2026-06-16 07:30:00,35.98,41.46,55.74
4124,2,2026-06-16 07:35:00,39.9,41.43,54.9
4125,2,2026-06-16 07:40:00,34.92,40.15,54.2
4126,2,2026-06-16 07:45:00,33.79,47.88,55.89
